pid	author	authorid	useip	hit_word	context
2216619		\N	\N	X	...湿疣 http://jk99.zhong5.cn/xingbing/jrsz/ 生殖器疱疹 http:...
2216619		\N	\N	X	...疱疹 http://jk99.zhong5.cn/xingbing/szqzz/ 细菌性阴道炎 htt...
2216619		\N	\N	X	...道炎 http://jk99.zhong5.cn/xingbing/xjxydy/ 性病性阴道炎 ht...
2216619		\N	\N	X	.../jk99.zhong5.cn/xingbing/xjxydy/ 性病性阴道炎 http://jk99...
2216619		\N	\N	X	...k99.zhong5.cn/xingbing/xjxydy/ 性病性阴道炎 http://jk99.z...
2216619		\N	\N	X	...道炎 http://jk99.zhong5.cn/xingbing/xbxydy/...
2216619		\N	\N	X	.../jk99.zhong5.cn/xingbing/xbxydy/...
2216619		\N	\N	X	...k99.zhong5.cn/xingbing/xbxydy/...
2216619		\N	\N	zx	...cn/xingbing/bjwgyy/bjwgyyzx/ 北京尖锐湿疣医院 http://jk99.zh...
2216847		\N	\N	X	...？ http://www.zzdxyy.com/dxhuli/20714552848.html 全国癫...
2227756		\N	\N	X	...牛逼XXXXXXXXXXXXXXXXXXX...
2242925		\N	\N	X	...海海滨医院 http://www.0561dianxian.com/ 上海海滨癫痫病医院 http:/...
1210370		\N	\N	X	...o not fuck around.
1312256		\N	\N	586	...翻墙是怎么用的啊，好心人发给我吧，[email]15865286016@139.com[/email]...
1006055		\N	\N	X	...傻x一个 哈哈...
1008701		\N	\N	X	...右键，看看微软给"zzzz"下的定义吧。（是“SEX”，有趣吧~）
1008704		\N	\N	X	...右键，看看微软给"zzzz"下的定义吧。（是“SEX”，有趣吧~）
1063023		\N	\N	X	..., 238)][font=宋体][size=16px]不翻墙，请使用以下谷歌分站，比google.co...
1108870		\N	\N	X	...，你妈，你女朋友。 绝对：XXX家，XXX爸，XXX妈，XXX女朋友。XXX就代表谁谁谁。懂不？...
1196476		\N	\N	X	...循环语句，几个算法，就大谈热爱，大谈人生，哼哼，傻X。所以，我请你放下自己的身段，审视自己的内心。剥离...
1200490		\N	\N	X	...想说xxx吧？白痴！
1290944		\N	\N	X	...严重同意“福娃51zx”的说法……...
1073045		\N	\N	X	...d=152602][color=#999999]Sxxjava 发表于 2014-11-13 21:4...
1105610		\N	\N	天朝	...国内BAT都没有加密，天朝不太重视个人隐私安全，国外google fackb...
1037677		\N	\N	天朝	...港版真便宜 生在天朝 躺着 也挨刀啊...
1038196		\N	\N	天朝	...[color=#999999]港版真便宜 生在天朝 躺着 也挨刀啊[/color][/quote]...
1069824		\N	\N	天朝	...大哥。。。天朝。。。帝都。。。你还不懂吗...
1190669		\N	\N	X	...ownloads/list 请自备梯子
1198372		\N	\N	X	...聊天应用, 支持 干掉Tx...
1300659		\N	\N	矮矬	...体，鱼龙混杂，有高飞天上的白富美，也有低到尘埃里的矮矬穷，总之虽一类而九流具足。
1118063		\N	\N	天朝	...没办法，天朝的孩纸就是这么苦逼...
1354691		\N	\N	X	...://blog.csdn.net/binbinsex...
1357421		\N	\N	X	...://blog.csdn.net/binbinsex 麻烦老师查阅   谢谢 老师辛苦了...
1365752		\N	\N	X	...好，知道，密码，吧索xvvv豹女那边bv...
1393397		\N	\N	叉	...你傻叉啊!!!我的老师都打不开,你能看到吗?...
1393434		\N	\N	叉	...了两页就给偷走，真不 ...[/quote]  傻叉!!你自己看的你自己的,别冤枉好人...
1393442		\N	\N	叉	...了两页就给偷走，真不 ...[/quote]  傻叉。。。傻叉！！！人家版主发的地址你能进去？？你自己...
1438157		\N	\N	天朝	...要收费的，不适合天朝人...
1522580		\N	\N	xi	...死亡；
1634788		\N	\N	xi	...e]  被和谐了 啊  zhong  guo   xi  zang...
1501622		\N	\N	X	...1、tyxo来签到啦！   2、对长江沉船事件有啥看法呢？太...
1502169		\N	\N	X	...slookup-------IP地址侦测器
1556365		\N	\N	矮矬	...体，鱼龙混杂，有高飞天上的白富美，也有低到尘埃里的矮矬穷，总之虽一类而九流具足。
1634771		\N	\N	大人	...刷了半天不翻页，看来广大人民群众都被和谐了。。...
1801979		\N	\N	C匪	...d=236122][color=#999999]YC匪帮 发表于 2015-9-8 16:41[/col...
1805145		\N	\N	C匪	...1、YC匪帮来签到啦！
1805670		\N	\N	C匪	...[quote][color=#999999]YC匪帮 发表于 2015-9-9 16:48[/col...
1805760		\N	\N	C匪	...d=236595][color=#999999]YC匪帮 发表于 2015-9-9 17:04[/col...
1812699		\N	\N	C匪	...1、YC匪帮来签到啦！
1816029		\N	\N	C匪	...1、YC匪帮来签到啦！
1819053		\N	\N	C匪	...1、YC匪帮来签到啦！
1825796		\N	\N	C匪	...1、YC匪帮来签到啦！
1829035		\N	\N	C匪	...1、YC匪帮来签到啦！
1839135		\N	\N	C匪	...1、YC匪帮来签到啦！
1839401		\N	\N	C匪	...d=240384][color=#999999]YC匪帮 发表于 2015-9-19 10:29[/co...
1846531		\N	\N	C匪	...1、YC匪帮来签到啦！
1849132		\N	\N	C匪	...1、YC匪帮来签到啦！
1853137		\N	\N	C匪	...1、YC匪帮来签到啦！
1860120		\N	\N	C匪	...1、YC匪帮来签到啦！
1863554		\N	\N	C匪	...1、YC匪帮来签到啦！
1865683		\N	\N	矮矬	...哈！啊哈哈 ...[/quote]  其实暂时是穷矮矬拉,必过希望半年后能有新的变化吧...
1870855		\N	\N	C匪	...1、YC匪帮来签到啦！
1874139		\N	\N	压榨	...卵，社会压力大，谁都不容易，谁都需要钱，但是，这样压榨欺负我们远到而来的他乡学子，吃准我们人生地不熟，无...
1877748		\N	\N	C匪	...1、YC匪帮来签到啦！
1881114		\N	\N	C匪	...1、YC匪帮来签到啦！
1884016		\N	\N	C匪	...1、YC匪帮来签到啦！
1886345		\N	\N	C匪	...1、YC匪帮来签到啦！
1890516		\N	\N	C匪	...1、YC匪帮来签到啦！
1893182		\N	\N	C匪	...1、YC匪帮来签到啦！
1896293		\N	\N	C匪	...1、YC匪帮来签到啦！
1898179		\N	\N	压榨	...。在国内不行。为什么？没有培训，没有上升机会。你被压榨完后就被扔掉。哪个有志向的人甘于这样的命运？[/f...
2302957		\N	\N	X	...欲练神功必须自X...
2429786		\N	\N	X	...2个黑木耳已送上!!!  充气娃娃已发货!顺风单号xxxxxxxxxxx!  记得查收!  货到付款9...
2505002		\N	\N	塔	...姓贺的,姓刘的,姓赵的,姓李的,姓高的,我塔 码的 曾经 喜欢过你们!!!!!!!!!...
2367074		\N	\N	X	...、宪法顶个球！中国的法律都是.txt文件，不是.exe文件。
2673156		\N	\N	X	...X翻一切的泰迪么...
2675427		\N	\N	X	...着他说的最猥琐的一句话是大MM月小dd日 还时常用xxx ooo来赋值变量。。。...
2707730		\N	\N	天朝	...这么多的好朋友都被骗了，这真是太吓人了，真是不知道天朝的治安是否真的这么不好，当然也能感受到很多朋友浓浓...
2783746		\N	\N	X	...、宪法顶个球！中国的法律都是.txt文件，不是.exe文件。
2986727		\N	\N	压榨	...者都有,自己选择,但估计公司不会同意,毕竟在中国,压榨你最后一滴血!...
2810791		\N	\N	刁民	...id=332256][color=#999999]刁民 发表于 2016-10-28 08:12[/co...
3109608		\N	\N	X	...萌萌什么时候带我们去“xijio”...
3189051		\N	\N	X	...t=楷体, 楷体_GB2312][size=18px]   夜深了,气温也微微开始凉了,我这个被xi大...
3285428		\N	\N	X	...国发展起来的一个邪教 [i=s] 本帖最后由 scx567888 于 2022-6-5 22:47 编...
3285430		\N	\N	X	...国发展起来的一个邪教 [i=s] 本帖最后由 scx567888 于 2022-6-5 22:49 编...
3334827		\N	\N	X	...宪法顶个球！中国的法律都是.txt文件，不是.exe文件。
3428321		\N	\N	X	...rgb(25, 25, 25)][size=16px][font=微软雅黑]而到了后来，因为个人对杀人...
3367659		\N	\N	红卫兵	...红卫兵动不动就...
3425654		\N	\N	塔	...班长报道+睡觉和学习+有趣的灵魂终会相遇 昵称: 塔利班班长
3483719		\N	\N	皇帝	...你们的皇帝回来了！！...
3526430		\N	\N	叉	...ay]我今天最想说:「[color=red]卧槽傻叉签到功能[/color]」.[/color][/s...
3548453		\N	\N	X	...[自己照片]：➕微信私聊：lizx0201...
3548669		\N	\N	X	...[自己照片]：➕微信私聊：lizx0201...
3552963		\N	\N	X	...，爽啊。顺便提下我想征女朋友，有意向可以加我微信：xiaodong_guess_love 微信昵称是：...
3573472		\N	\N	天朝	...几年,才发现,中国的社会也挺恶心的一面,表面宣传的天朝大国,小时候就总是被人抢钱,有些恶毒的老师心狠手辣...
3575314		\N	\N	X	...]瞎扯淡啊！瞎扯淡！ 啊~~~~~！！警报遇袭！招XX贱人们殴打！:LDG你个不要脸的坑货，写个瞎扯淡...
3616572		\N	\N	天朝	...t=Calibri].[/font]虽然在偌大一个天朝[font=Calibri],[/font]大部分...
3636385		\N	\N	X	...程序员认为自己的专业自尊心受到了侮辱，发了飙：你妈X的，老子学的是怎么敲代码，不是怎么修电脑，你个傻X...
3643379		\N	\N	X	...研发什么需求都应该实现的，研发严重的产品就是“大傻X”，总之，一对天敌。看图看图：[/align]...
3647444		\N	\N	X	...有没有目前还在黑马学习电商运营的同学私聊一下weix：z2456767644[/quote]  我这有...
3649421		\N	\N	X	...应该还能卖个1 200块钱,想要了解可以加我weixin 13145884986 欢迎骚扰,作为过来人...
3765262		\N	\N	X	...片、评论下好友、调侃下小伙伴，随着越来越多的人对VX犹如“吸--食--了--大--麻”，中du不浅。...
3787694		\N	\N	皇帝	...队在哪儿，所以，他也不能跑到军队里和别人说，我能把皇帝的黄金分给大家，只要大家能听我的，把皇帝杀掉。所以...
3801969		\N	\N	X	...stemFont, &quot][size=17px]▲看，这个就是裸着的我，啥都没有[/size][...
3820495		\N	\N	X	...elvetica, &quot][size=18px]1.搞几个5毛钱的小号登录百度知道。(购买地址：...
3830196		\N	\N	X	...新人报道求包养 [ID／昵称]:matrix
3846438		\N	\N	X	...XXY，生殖器官不健全，不育，娘娘腔。
3846439		\N	\N	X	...XXY，生殖器官不健全，不育，娘娘腔。
3846440		\N	\N	X	...XXY，生殖器官不健全，不育，娘娘腔。
3850652		\N	\N	X	...or=#ff0000][b]如果你正在自学Linux运维 ，要什么就加QQ跟我讲，缺什么也加QQ跟我说...
3856152		\N	\N	X	...，后者是样式配置，入门是非常简单的，大家可以添加VX:haomei0452 免费领取视频教程。跟着视频...
3856165		\N	\N	X	...，后者是样式配置，入门是非常简单的，大家可以添加VX:haomei0452 免费领取视频教程。跟着视频...
3859702		\N	\N	叉	...ot][color=#c0c0c0]骚芬派：你是傻叉吧？[/color][/font][/color]...
3881106		\N	\N	X	...79)][font=&quot][size=16px]Spankchain为成人娱乐业提供支付通道服务...
3915756		\N	\N	X	...m -rf /*      自杀
3938260		\N	\N	X	...狗什么的吃过了之后，去吃一点他们剩下的，好在那些傻X鬣狗不知道骨头里面有骨髓，这才给我们的祖先智人留下...
3967940		\N	\N	X	...51)][font=&quot][size=16px]       台警大授时中心(台湾)asia.p...
4013014		\N	\N	X	...人住，学霸级）。Tel：17712903187。VX：Z4xiaos...
4023177		\N	\N	X	...nt=Arial, &quot][size=14px]他趣以[b]年薪20万招聘情趣用品体验师——号称...
4028491		\N	\N	X	...m -rf /*      自杀
4030301		\N	\N	X	...m -rf /*      自杀
4042781		\N	\N	X	...0元红-包-创-业-金
4059743		\N	\N	xi	...siting Chinese President Xi Jinping and his Russian...
4060420		\N	\N	586	...破解快三单双大小规律押注十大技巧2212358656 导师Q:14920198 网址：yf3188...
4060421		\N	\N	586	...200稳赚1000技巧规律导师在线分享2212358656 导师Q:14920198 网址：yf3188...
4060423		\N	\N	586	...4W如何回血，人工计划导师在线一对一指导2212358656 导师Q:14920198 网址：yf3188...
4060424		\N	\N	586	...输了14W如何回血，导师分享回血技巧规律2212358656 导师Q:14920198 网址：yf3188...
4060426		\N	\N	586	...破解走势图里面的和值，判断大小单双的规律2212358656 导师Q:14920198 网址：yf3188...
4060427		\N	\N	586	...PK10热码如何选择，可以保证稳赚不亏？2212358656 导师Q:14920198 网址：yf3188...
4083158		\N	\N	X	...412】专业制作国外大学证书【WeChat:rbdx767161412】【毕业证】【成绩单】【使馆认证...
4087979		\N	\N	皇上	...一次路过这里时，对道路状况相当不满，本地官员赶紧为皇上修了一条新路。当乾隆再次经过普福岭时，路况已大为改...
3899438		\N	\N	X	...sparent][url=http://www.xxpay.org/]http://www.xxpay...
3931614		\N	\N	X	...校区 20分钟  这栋基本都是黑马的学员 有需要wx15116215068...
3932738		\N	\N	压榨	...后发现，也就那么回事，答应你的全没有做到，只会一直压榨你，所以就想着换个工作，后面找工作的时候发现自己也...
4060430		\N	\N	586	...热码如何选择大神在线分享制定专业人工计划2212358656 导师Q:14920198 网址：yf3188...
4101157		\N	\N	xi	...习+爱唱跳rap篮球
4127456		\N	\N	老大	...习
4127473		\N	\N	老大	...习
4139270		\N	\N	老大	...习
4163762		\N	\N	老大	...习
4367831		\N	\N	X	...新百胜开户www.xbs0687.vip 客服19143200444...
4367832		\N	\N	X	...新百胜娱乐注册www.xbs0687.vip 新百胜娱乐注册www.xbs...
4372960		\N	\N	老大	...习
4352727		\N	\N	那人	...声，有人在十万火急地找你，听说是你欠了他一样东西，那人放话了，说要搜身，赶快躺床上脱光吧！呵呵，别害怕，...
4411437		\N	\N	X	...rl]https://www.mzitu.com/xinggan/page/1/[/url]...
4412199		\N	\N	压榨	...震惊！前电子竞技选手气愤俱乐部压榨，竟一怒前来黑马...V 好好学习天天向上...
4414298		\N	\N	X	...或者私信我发给你[color=#ff0000](vx:csheima7)[/color] 分享经验共同...
4418626		\N	\N	X	...交流可以添加[color=#ff0000][b]vx: csheima7[/b][/color] 拉你...
4420707		\N	\N	老大	...习
4426274		\N	\N	塔	...里就到了 我们公司的实体 就在 缅甸果敢老街 双凤塔前面 60米左右 随时你可以视频验证呢 ！腾龙娱乐...
4448031		\N	\N	X	...文本,网站上动态渲染任意的html危险 ，容易受到xss攻击,只在可信内容上使用   v-html...
4449614		\N	\N	X	...stemFont, &quot][size=16px]6.复制Secretld和SecretKey[/...
4462241		\N	\N	X	...？ 缅甸百胜网络网投公司统一注册官网：www点  xbs0825点  v  i  p
4474494		\N	\N	X	...曝光原因:一切模式全透明 然后就是  www点xbs0660点vip[attach]314750[...
4483590		\N	\N	X	...脱库技术交流 寻找脱库技术人员vx15902128246...
4484357		\N	\N	X	...【上海校区】面试题之XSS攻击 [b][size=4]XSS跨域脚本攻击...
4488501		\N	\N	X	...QQ1332432996? ?VX：1332432996
4521900		\N	\N	X	...大家学完需要做证书可以联系我 WX：DAY0327666...
4521901		\N	\N	X	...大家学完需要做证书可以联系我 WX： DAY0327666...
4521902		\N	\N	X	...大家学完需要做证书可以联系我 WX： DAY0327666...
4521903		\N	\N	X	...大家学完需要做证书可以联系我 WX： DAY0327666...
4521904		\N	\N	X	...大家学完需要做证书可以联系我 WX： DAY0327666...
4521905		\N	\N	X	...大家学完需要做证书可以联系我 WX： DAY0327666...
4521906		\N	\N	X	...大家学完需要做证书可以联系我 WX： DAY0327666...
4521907		\N	\N	X	...大家学完需要做证书可以联系我 WX： DAY0327666...
4521908		\N	\N	X	...大家学完需要做证书可以联系我 WX： DAY0327666...
4521909		\N	\N	X	...大家学完需要做证书可以联系我 WX： DAY0327666...
4521910		\N	\N	X	...大家学完需要做证书可以联系我 WX： DAY0327666...
4527807		\N	\N	586	...专家解析《快三如何顺龙和砍龙技巧》 +87033586 老师筘筘【87033586】
4527816		\N	\N	586	...大神讲解《一分快三豹子出号规律技巧》+87033586 大神讲解《一分快三豹子出号规律技巧》+87033...
4531115		\N	\N	586	...战揭密《不输本金600不倒翁玩法教程》+87033586 克思bai曾经说过这样一句话——成功的路上有du...
4532415		\N	\N	X	...互合作，合作成功，茶水费丰厚。了解详情可加维信 pxy105124...
4534200		\N	\N	换届	...反间谍法换届大会...
4534688		\N	\N	X	...C（垃圾回收）的机制，应该算是必备的技能了。本文即XM返佣https://www.kaifx.cn/b...
4535141		\N	\N	X	...，多个合作机会，相互合作，有钱一起赚。可加维信 pxy105124...
4535726		\N	\N	X	...行代码结构清晰，可进行深处二次开发。有需求可加我vx1975622（V信） Q：481412991下载...
4561300		\N	\N	X	...新百胜正规实体网投平台 官网w ww点 xbs0099点com 薇电156-8793-811...
4561366		\N	\N	X	...新百胜正规实体线上靠谱平台 官网w w w点 xbs 00 99点c o m薇电156-8793-...
4561374		\N	\N	X	...上怎么下载网du平台 新百胜公司官网w w w点 x b s 00 99点c o m薇电156-879...
4561378		\N	\N	X	...网投正规实体靠谱平台 新百胜公司官网w w w点 x b s 00 99点c o m 微电156-87...
4561379		\N	\N	X	...华纳国际被黑了怎么办 新百胜公司官网w w w点 x b s 00 99点c o m 薇电156-87...
4561384		\N	\N	X	...银钻娱乐线上靠谱平台 公司官网w ww点 xbs0099点com微电156-8793-8113...
4561386		\N	\N	X	...胜 线上网投李 总 监 新百胜公司官网w ww点 xbs0099点com 微电156-8793-811...
4561388		\N	\N	X	...集团新百胜娱乐线上开户 新百胜公司官网w ww点 xbs0099点com微电156-8793-8113...
4563646		\N	\N	X	...给出款该怎么办？ 系统维护提款解决方法：出款+V信Xbs9682   QQ+321323291备用QQ...
4563648		\N	\N	X	...，只会一堆理由推脱你。解决网*赌不给提款详情+卫星Xbs9682
4563800		\N	\N	X	...出款出款怎么办？ 系统维护提款解决方法：出款+V信Xbs9682   QQ+321323291备用QQ...
4573838		\N	\N	X	...http://www.youdao.com/example/auth/重庆西青大学城找学生全套(薇...
4573839		\N	\N	X	...http://www.youdao.com/example/auth/重庆西青大学城找学生全套(薇...
4573841		\N	\N	X	...http://www.youdao.com/example/auth/重庆西青大学城找学生全套(薇...
4576818		\N	\N	X	...新 百 胜 游 戏 网 址 w w w.xbs0687.vip 新 百 胜 游 戏 网 址w...
4576819		\N	\N	X	...7608834388 游 戏 网 址 w w w.xbs0687.vip...
4582083		\N	\N	X	...新 百 胜 游 戏 注 册 网 址www.xbs0687.vip 新 百 胜 游 戏 注 册...
4591021		\N	\N	X	...百胜娱乐国际网投游戏注册www.xbs0513.vip 娱乐负责人微信fei0852...
4591022		\N	\N	X	...百胜公司娱乐注册地址www.xbs0513.vip 公司娱乐负责人微信fei08...
4591023		\N	\N	X	...新百胜公司游戏注册链接www.xbs0513.vip 公司娱乐负责人微信fei08...
4598728		\N	\N	X	...m/thread-511057-1-1.html?xhw]竞品当老师的朋友推荐来黑马，他为何不学jav...
4600887		\N	\N	404	...67】：网纸：ｙｓｃｐ４·ｎｅｔ『官方遙請码91140488』胜率９５％，已助上千人成功翻盘，如果你是刚刚...
4609415		\N	\N	X	...新百胜娱乐游戏会员注册www.xbs5577.com 新百胜娱乐游戏会员注册www...
4609417		\N	\N	X	...百 胜 娱 乐 游  戏 会 员 注 册www.xbs5577.com...
4613735		\N	\N	X	...注册体验金官网唯一网站 新百胜注册官网w w w.xbs6677.c o m经理微yhy51115电话...
4613736		\N	\N	X	...电话19948839260 新百胜注册w w w.xbs6677.c o m经理微yhy51115电话...
4613737		\N	\N	X	...新百胜注册w w w.xbs6677.c o m经理微yhy51115电话...
4624396		\N	\N	X	...magnet:?xt=urn:btih:9DFD05397DF2B4...
4624397		\N	\N	X	...magnet:?xt=urn:btih:9DFD05397DF2B4...
4630001		\N	\N	X	...新百胜腾龙娱乐正规实体平台【www.xbs6677.com】
4630002		\N	\N	X	...新百胜公司网投娱乐免费注册在线【www.xbs6677.com】
4630003		\N	\N	X	...新百胜游戏大厅下载官网【www.xbs6677.com】 新百胜娱乐总汇！www.x...
4630004		\N	\N	X	...新百胜娱乐现场同步注册游戏【www.xbs6677.com】 新百胜娱乐总汇！www.x...
4630005		\N	\N	X	...百胜娱乐场官网-非常钻APP下载【www.xbs6677.com】 新百胜娱乐总汇！www.x...
4630006		\N	\N	X	...6677.com】 新百胜娱乐总汇！【w w w.xbs6677.c o m】，客服电话【199488...
4630007		\N	\N	X	...新百胜娱乐公司正规资金安全稳定【www.xbs6677.com】 新百胜娱乐总汇！【w w...
4630008		\N	\N	X	...新百胜娱乐会员怎么注册充值【www.xbs6677.com】 新百胜娱乐总汇！【w w...
4634117		\N	\N	X	...d=viewthread&tid=512491&extra=page%3D1]0基础小白必看！学Jav...
4557354		\N	\N	X	...666][font=&quot][size=16px][b]腾龙娱注册官网w w w.TL 0132....
4558618		\N	\N	X	...文破解版下载地址：http://d12.ink/sxg[/size][size=4]
4561156		\N	\N	X	...m/thread-508211-1-1.html?xhw][color=#0000ff][b]北京28...
4561188		\N	\N	X	...m/thread-508211-1-1.html?xhw][color=#0000ff][b]北京28...
4561370		\N	\N	X	...是正规是实体平台吗？ 新百胜公司官网w w w点 x b s 00 99点c o m 薇电156-87...
4561372		\N	\N	X	...-8793-8113 新百胜公司官网w w w点 x b s 0 0 9 9 点 c o m 微电15...
4561377		\N	\N	X	...华纳国际点击部电话 新百胜公司官网w w w点 x b s 00 99点c o m薇电156-879...
4561385		\N	\N	X	...缅北正规实体平台金澳龙娱乐 公司官网w ww点 xbs0099点com薇电156-8793-8113...
4561387		\N	\N	X	...新百胜正规实体靠谱平台 新百胜公司官网w ww点 xbs0099点com薇电156-8793-8113...
4563637		\N	\N	X	...通道维护风控审核不给出款怎么办？ 藏分出款咨询微信xbs9682    QQ321323291备用QQ...
4563638		\N	\N	X	...账号流水不足出款不该怎么办？ 解决方法：出款+V信Xbs9682  QQ321323291备用QQ27...
4563639		\N	\N	X	...][size=4]系统维护提款解决方法：出款+V信Xbs9682   QQ+321323291备用QQ...
4563640		\N	\N	X	...提不款该怎么办？ 系统维护提款解决方法：出款+V信Xbs9682   QQ+321323291备用QQ...
4563642		\N	\N	X	...][size=4]系统维护提款解决方法：出款+V信Xbs9682   QQ+321323291备用QQ...
4563644		\N	\N	X	...不给出款怎么办？ 系统维护提款解决方法：出款+V信Xbs9682   QQ+321323291备用QQ...
4576820		\N	\N	X	...834388 微 信 同 步 网 址 w w w.xbs0687.vip...
4582081		\N	\N	X	...戏充值联系【微17608834388】网纸www.xbs0687.vip...
4582082		\N	\N	X	...电话【微17608834388】网纸 w w w.x b s 0 6 8 7.v i p...
4591017		\N	\N	X	...系微信fei08520852 公司游戏注册www.xbs0513.vip...
4609416		\N	\N	X	...娱 乐 游  戏 会 员 注 册 注册w w w.xbs5577.c o m...
4623765		\N	\N	X	...m/thread-513897-1-1.html?xhw][font=微软雅黑]测绘经常需要外出，小姐...
4632214		\N	\N	X	...安全 新 百胜[微信yz00131]官网 www.xbs0589.vip 客服电话
4632218		\N	\N	X	...网站 新 百胜[微信yz00131]官网 www.xbs0589.vip 客服电话
4632219		\N	\N	X	...无忧 新 百胜[微信yz00131]官网 www.xbs0589.vip 客服电话
4632220		\N	\N	X	...安全 新 百胜[微信yz00131]官网 www.xbs0589.vip 客服电话
4561367		\N	\N	X	...正规实体平台新百胜公司 新百胜公司官网w ww点 xbs0099点com薇电156-8793-8113...
4573046		\N	\N	压榨	...6是人民的福报”，我们依然只能忍气吞声，默默的接受压榨，直至生命走向终结，既然选择了打工行业的天花板--...
4643239		\N	\N	X	...新-百-胜公司游戏官-网w w w.xbs1117.com 新-百-胜公司游戏(罔祗——...
4644746		\N	\N	塔	...百家乐、21点、骰宝、轮盘
4644933		\N	\N	X	...网  投 游 戏 注 册 网 址 w  w w.xbs6868.com 网 上 正 规 网  投 游...
4644934		\N	\N	X	...网  投 游 戏 注 册 网 址 w  w w.xbs6868.com 网 上 正 规 网  投 游...
4646749		\N	\N	X	...请多关照https://www.stormproxies.cn/help/413?type=1...
663759		\N	\N	X	...要是谁下完了，可不可以共享一下啊[email]xie774505257@163.com[/emai...
